Unnamed: 0,Hindi,Bhili,Predicted_Bhili,BLEU,chrF,chrF2
10,तो उसकी एक ईकाई ये भी होगी कि सामान्‍य मानवीय के जीवन में सरकार की दखलें कम हों।,ते तिहुनी एक ईकायु व आहें के जन मनखुना जीवाई मा सरकारें दी अड़ंगु थोडुक होये ।,तेर तिहुनी एक ईकाई ये पण थाहे कि आम मनख ना जीवन मां सरकार नी दखलें कम ओहे।,4.295382417831811,33.56494202085398,27.40533961194767
11,"विकसित भारत 2047, ये सिर्फ भाषण के शब्‍द नहीं हैं, इसके पीछे कठोर परिश्रम चल रहा है।","बणेंलों भारत 2047, यो खाली भाषण नां शब्‍द नीं मळें से, इनांनी पसाड़ी भारी मेनत साली री से। ","विकसित भारत 2047, यो खाली भाषण ना शब् द नी से, इना पछल काठो परिश्रम साली रयो से ।",25.91641360720012,42.22555528136135,41.18919686155055
12,"मैं ये भी बताना चाहूँगा कि जब बलात्‍कार की महिलाओं पर अत्‍याचार की घटनाएं घटती हैं तो उसकी बहुत चर्चा होती है, बहुत प्रचार होता है, मीडिया में छाया रहता है।",हू यो पण वताडवा मांगू के  जेर बलात्‍कार  नी बयारां उपर जोर जबरदस्‍ती नी वारदाते थाए ते घणी  वाते थाये से घणों प्रसार थाय मीडिया मा पण सालतू रे से।,"हुं युं बी वताड़वा साहुं से कि जेर बलात् कार नी बयरां पर अत् याचार नी घटनांए घटें से, तेर तिनीं घणीं चर्चा थाय से, घणीं प्रचार थाय से, मीडिया मां छाया रे से।",2.8182998883818935,31.235026696737116,27.030506396401822
13,"आज महात्मा गांधी पूज्य बापू की जन्म जयंती है। आदिवासी विकास के लिए उनका विजन, उनके विचार हमारी पूंजी हैं।","आज महात्मा गांधी नी जलम जयंती से, पूज्य बापू नी। आदिवासी काम नें लीने तिहुनो विजन, तिहुनी पूंजी से।","आज महात्मा गांधी पूज्य बापू नी जलम जयंती से। आदिवासी विकास हारू तिहुनो विजन, तिहुना विचार हमारी पूंजी से।",18.545405791834167,68.96755970155849,65.21632203830407
14,"हालांकि, त्रयंबकराव ने अपनी सेना का पुनर्गठन किया और 15 मार्च 1751 को, उन्होंने गायकवाड़ की सेना पर हमला किया, जो वेन्ना नदी के तट पर डेरा डाले हुए थी।",हालाकि त्रयंबकराव ने आपडी सेना न फेर थी इकठा करी अने 15 मार्च 1751 मा तीना गायकवाड नी सेना पर हमलो करी देदो।,पण त्रयंबकराव यी आपडी सेना नो फेर थी बणावी अने 15 मार्च 1751 मा तिहुयी गायकवाड नी सेना पर हमलो करयो ज् यो वेन्ना नदी नी धेड पर डेरो नाख्यो हतो।,26.27640098773876,59.93034001482379,57.8674873468389
15,"1016 में, उन्होंने पहली बार विदेश में एलामंडलम, श्रीलंका में एक अभियान भेजा और पूरे द्वीप को अपने शासन में लाया।",1016 मा तीनो ने पहली वखत मा एलामडलम श्री लंका मा एक वात मोकलियो अने पूरा देशो नो आपडा सरकार मा लायो |,1014 मा तिनायी पेहली वार विदेश मा एलामंडलम श्रीलंका मा एक अभियान मोकल् यो अने पूरा द्वीप ने आपडा राज मा लायो।,5.717400011646488,47.423906459920524,41.66997841267183
16,Ease of Living बनाने में देशव्यापी मिशन में हम काम कर रहे हैं। हर लेवल पर मैं सरकार के प्रति इन चीजों का आह्वान करता हूं।,इजी ऑफ़ लिविंग बणावा मा आखा देह मा हळमु मा हमु कामु करिर्या से । हंगळी परमाणे पर हुं सरका रू आडी इनी सीजुं नु तेहु करू से।,Ease of Living बणावा मां देशव्यापी मिशन मां हमुं काम करी रियां से हर लेवल पर हुं सरकार नी प्रति इनी सीजों नों आह्वान करूं से।,3.520829054274214,28.688900034393463,24.711260528863
17,"सुनीता देवी: हमने अब तक 35 एकड़ में ड्रोन से स्प्रे कर चुके हैं, किसानों को यह बहुत फायदेमंद लग रहा है।",सुनिता  वी: हमुये हाऊ तलक 35 एकड मां ड्रोन थी स्‍प्रेकरी सकयां से। करषाणुं नें यो घणूं फायदा वाळूं लागी रयूं से। ,"सुनीता देवी: हमुये हाव तक 35 एकड मा ड्रोन थी स्प्रे करी सुक्या से, करसाणों ने यो घणो फायदो लागी रयो से ।",5.606668411195422,44.01125459109214,38.98098493334046
18,"मुसहर जाति एक अत्यंत वंचित और गरीब समुदाय रही है, और भीम सिंह जी ने इस समुदाय के बच्चों की शिक्षा पर ध्यान केंद्रित किया है।",मुसहर एक जात ऐवी से जी घणीं पिसडेली अन गरीब से। अन हेवां समाज नी से। भीमसिंह जी ये इनां समाज नां लोकुं नी भणांई पर आपडों ध्‍यान दी दो। ,"मुसहर जाति एक घणीं वंचित अनें गरीब समुदाय री से, अनें भीमसिंह जी नें इनां समुदाय नां सोरां नी भणतर पर ध् यान केंद्रित करियों से।",3.887279622270758,30.13392897089142,28.147807617742345
19,"इतिहास गवाह है कि 1857 के स्‍वतंत्रता संग्राम जिसको हम याद करते हैं, उसके पूर्व भी हमारे देश के कई आदिवासी क्षेत्र थे, जहां आजादी की जंग लड़ी जाती थी।","जुनां-जलमांरा गवा से कि 1857 नां सुटांरेवा संग्राम जिनांनें हमुं याद करीयें से, तिन्‍हुथो पेलखो बी हमारों देह नें घणां आदिवासी ईलाका हतां, जां सुटाकारा थी, जंग लड़ी हती। ","इतिहास गवाह से कि 1857 ना स्वतंत्रता संग्राम जिने हमु याद करयी से, तिना पेलखा पण हमारा देश ना घणा आदिवासी क्षेत्र हुता, जा आजादी नी जंग लड़ी जाती हुती ।",6.879691334204034,34.87538605805401,32.0518346629079
20,अब जब संविधान के 75 वर्ष हम मनाने जा रहे हैं तब हम देशवासियों ने संविधान में निर्दिष्‍ट कर्तव्‍य के भाव पर बल देना बहुत जरुरी है,हाउ जेर अमु सविधान ना ७५ वरेह अमु बणावी रया से तेर सविधान मां बणावेला अधिकार ने भाव उपर जोर देवो घणू जरूरी से। ,हाव जेर संविधान ना 75 वरेह हमु मनावा जाई रया से तेर हमु देहवासियों यी संविधान मा निर्दिष्ट कर्तव् य ना भाव पर जोर देवो जरूरी से।,8.50126549787338,39.42045061653316,37.275377740624585
21,झारखंड के आदिवासी समाज को भी इसका बहुत बड़ा फायदा होगा।,इनो घणो नफो झारखंड ना जनजातिय समाज ने पण मळहे ।,झारखंड ना आदिवासी समाज ने पण इनो घणो मोटो फायदो थाहे ।,19.156928817239653,45.30382318381539,47.81622830417918
22,उन्होंने 1942 में क्रिप्स मिशन के प्रस्तावों का भी विरोध किया।,ब्रिटिश हरका र  ए राजगोपाल चारी  नी हरु ने हाँ कर देदी अने पटेल ए फेर थी गाँधी ना देख रेख ने लीदो |,तिनायी 1942 मा क्रिप्स मिशन ना प्रस्तावों नो विरोध करियो।,1.0347491962428474,7.2925719977446315,6.071179961798691
23,इसके लिए हमारी सरकार आदिवासी क्षेत्रों में एकलव्य आवासीय विद्यालय बनाने के अभियान में बहुत मेहनत कर रही है।,इना लेदे हमारी सरकार आदिवासी इलाकु मा एकलव्य आवासीय स्कूल बणावा ना अभियान मा घणी मीनत करी र्यी से ।,इना हारू हमारी सरकार आदिवासी क्षेत्रों मा एकलव्य आवासीय विद्यालय बणावा ना अभियान मा घणी मेहनत करी री से ।,32.82518529729175,64.28514462295128,63.52050367453883
24,14 सितंबर 1752 को दोनों ने जेजुरी के खंडोबा मंदिर में परस्पर शांति बनाये रखने की शपथ ली।,14 सितंबर 1752 ये बेवो ये जेजुरी ना खंडोबा मंदिर मा एक बिजा मा शांति बणावी राखवी नी शपथ लेदी।,14 सितम्बर 1752 मा बेहे यी जेजुरी ना खंडोबा मंदिर मा परस्पर शांति बणावी राखवा नी शपथ लेदी।,28.235451410042966,63.02226656483681,60.27579095317775
25,"2002 में, अपने कार्यकाल के आधे भाग में, विज़्डन ने उन्हें डॉन ब्रैडमैन के बाद सर्वकालिक दूसरे सबसे महान टेस्ट बल्लेबाज और विव रिचर्ड्स के बाद सर्वकालिक दूसरे सबसे महान एकदिवसीय बल्लेबाज का दर्जा दिया।",2002 मा आपडा कामकाज मा आद हिसा मा विज्डन ने इनानी डॉन ब्रेडमैन नी बाद सबी  काम बिजा सबदा मोरा टेस  दाडियो  अने वि वि रिचर्ड्स नी बाद मा सबनु काम बिजा मोरा एड दन नी दादियों मा लिखेलु से |,2002 मा आपडा कार्यकाल ना आधा भाग मा विज़्डन यी तिनान डॉन ब्रैडमैन नी बाद सर्वकालिक बिजा सबथी महान टेस्ट बल्लेबाज अने विव रिचर्ड्स नी बाद सर्वकालिक बिजा सबथी महान एकदिवसीय बल्लेबाज नो दर्जो आल्यो ।,7.166693159019667,38.15832894938299,34.33378464425497
26,अब one district one product को one district का one product export कैसे हो उस दिशा में हर जिले सोचने लगे हैं।,"हाव One District one product नें One distcit नों One product export कीकम थाई, इनीं दशा मां हर जिलां होसवा लाग्‍या से। ",हाव एक district one product ने one district नो one product Export किकम होय तीनी दशा मां हर जिला होसवा लाग्या से ।,8.668528067348738,55.91452146383917,47.990720542505414
27,तब लगता है कि हमारी दिशा सही है।,तेरां लागतु से के अमारी दशा खरी से ।,तेर लागे से कि हमारी दशा सही से।,5.795599612995366,35.84552081117103,29.725051415191018
28,इस विवाद के बाद कुछ सदियों तक इस अवकाश का महत्व कम हो गया।,इनमा लड़ाई ने कई पुरानी तक छुट्टी नो महत्व कम थई गो।,इना झगडा नी बाद कई सदियों तक इनी अवकाश नो महत्व कम थाई ग्यो ।,11.114924776032012,29.89606150098102,29.544798611082353
29,वह पाँचवें टेस्ट के लिए त्रिनिदाद लौट आए और 124 और 220 रन बनाकर भारत को वेस्टइंडीज पर अपनी पहली और 2006 तक एकमात्र श्रृंखला जीतने में मदद की।,ती पांचवा टेस्ट हरु त्रिनिदाद नाही आया अने 124 अने 220 रन बणा वीन भारत ने वेस्ट इंडीज पर पेलखी अने एखलीस श्रृंखला जीतवा मा मदद करी |,त् यो पांचवो टेस् ट हारू त्रिनिदाद आयो अने 124 अने 220 रन बणावीन भारत ने वेस् टइंडीज पर आपडी पेहली अने 2006 तक एकमात्र श्रृंखला जीतवा मा मदद करी।,22.481074167380633,67.46156947002848,60.409190838643056
30,"मैं सभी झारखंड वासियों को, सभी देशवासियों को इन विकास कार्यों के लिए बहुत-बहुत बधाई देता हूँ।",हूँ झारखंड ना बदा लोकु ने अन बदा देशवासियों ने आना कामू हारू बधाई आलू से।,हुं बदां झारखंड वासियों नें बदां देशवासियों नें इनां विकास कामों हारूं घणीं-घणीं बधाई आलु से।,3.4585921141027365,39.728367220637814,32.97009452223564
31,"आज हमने, मैं देख रहा हूं मेरे सामने जो नौजवान हैं उसमें लिखा हुआ है My Bharat जिस संगठन का नाम है उसकी चर्चा लिखी है।",आाज अमुये हू देखी रयो से मांरा हमें जि जवान से तिनमा लखेलु से My Bharat जिन संगठन नाम से तिनी चर्चा लिखी से। ,आज हमुये देखी रयो से मारा हमे जो जुवान से तिनमा लिख्यु से MyBharat जिना संगठन नु नाम से तिनी वात लखी से।,12.143904738370463,58.014276537717876,52.02929253143898
32,उन सारे कानूनों को नष्‍ट कर दिया और उसको कानूनों को जेल भेजने के प्रावधान को व्‍यवस्‍था से बाहर कर दिया है।,तिनु बदा काईदा ने मटाड दिदा अने तिहु ने काईदा ने जैळमोकळवा ना प्रावधानु  ने वैवस्ता थी बाहरते करि दि दु से।,तिना बदा कानूनो ने नष्ट करी देदो अने तिनान कानूनो ने जेल मोकलवा ना प्रावधान ने व्यवस्था थी बाहर करी देदो से।,2.9048326022045963,33.95054094072611,30.008710016958407
33,"चंद्रगुप्त के जीवन और उपलब्धियों का वर्णन प्राचीन हिंदू, बौद्ध, जैन और यूनानी ग्रंथों में किया गया है।","चंद्रगुप्त ना जीवन अने सफलता नो वर्णन पुराना हिंदू ,बौद्ध ,जैन अने यूनानी ग्रंथों मा करीयो गयु।","चंद्रगुप्त ना जीवन अने उपलब्धियों नो वर्णन प्राचीन हिंदू, बौद्ध, जैन अने यूनानी ग्रंथों मां करियो ग्यो से ।",47.629019423691716,70.48783418687793,69.3602077999535
34,"‘मन की बात’ में देश की सामूहिक शक्ति, उपलब्धियों और जनता के योगदान की चर्चा होती है।",मन नीं वात देश नी भेळी ताकित से। मळवा नी अन जनता घणीं थी आलवानी वात्‍युं थाये से। ,"मन नी वात मां देश नी भेळां ताकत, उपलब्धियों अनें जनता नों योगदान नी चर्चा थाय से।",5.875148471810145,27.76548408724007,26.420695764783297
35,अधिकारियों का कहना है कि शरीर पर पाए गए आरी के गहरे निशान से संकेत मिलता है कि संदिग्ध ने लड़की का सिर काटने का प्रयास किया था।,मोटो साब कहता हतो शरीर पर पाए आरी गहरो निशान मा हामूली अने सोरी नो मोथ कापवानी नो काम कर रियो से ,अधिकारियों नु केवु से कि शरीर पर मळेला आरी ना गहरा निशान थी संकेत मले से कि संदिग्ध यी सोरी ना माथा काटवा नी कोशिश करी हती।,3.652945772536268,26.126673527339335,23.42578515411705
36,आप देखिए हम देखते ही देखते एक साल में करीब-करीब 25-30 लाख रिफार्म कर सकते हैं।,तमु भाळिये हमु भाळि तो थी भाळता एक वरह मा घणुस घणु 25 30 लाख रिफॉर्म करि सकिये से ।,तमु देखो हमु देखता ही देखता एक वरेह मा लगभग 25-30 लाख रिफार्म करी सके से।,5.2573138446975785,30.37479556131524,26.042666007716132
37,"कुछ कमियों के कारण प्रारंभिक मृत्यु हो जाती है (एक वर्ष की आयु से पहले), अन्य, उपचार के साथ या बिना, मृत्यु दर तक कम ले जाने वाली आजीवन बीमारियों या रुग्णता का कारण बनती हैं।",इन सकारी नौकरी करे ती मरीजाए अने एक वह मा जलमीया अने इन दवाखाना मा इनो मरी जाए इनो संख्या कम पडती जायो अने जीवन मा कई प्रकार नी हे,"कई कमियों ना कारण शुरू नी मौत थाई जाय से (एक वरेह नी उमर थी पेहला) बीजा, इलाज नी हाते या वगर मौत दर तक कम ली जावा वाली आजीवन बीमारियों या रुग्णता नो कारण बणे से ।",1.2663302792223932,19.61373250162021,16.265560650662238
38,"1679 और 1707 के बीच मुगल प्रशासन में हिंदू अधिकारियों की संख्या, आधे से बढ़कर 31 हो गई।",1679 अने 1707 नी वसमा मुगल प्रशासन मा हिंदू सांसों नी गणती आदी थी वदीने 31 थाई गी से।,1679 अने 1707 ना वसमा मुगल प्रशासन मा हिंदू अधिकारियों नी संख्या आधा थी बढी ने 31 थाई गी ।,30.752616970214323,60.44404580755145,59.29118592859132
39,मैसूर की आर्थिक शक्ति 18 वीं शताब्दी के अंत में टीपू सुल्तान के शासनकाल में शिखर पर थी।,मैसून नी आर्थिक ताकत 18 वी सदी ना आखरी मा टीपू सुल्तान ना राज काल मा ऊंची जगह पर हुतु।,मैसूर नी आर्थिक शक्ति 18 वीं शताब्दी ना आखरी मां टीपू सुल्तान ना शासनकाल मां शिखर पर हती ।,11.189528053253452,49.10095391311262,45.1849545092291
40,बाद में गठबंधन दलों का विलय कर गांधीवादी नेता जयप्रकाश नारायण के मार्गदर्शन में जनता पार्टी का गठन किया गया।,बाद मा जोड़ीं न  दलों (झुण्ड )नो  मेल करीन गांधीवादी नेता जय प्रकाश नारायण ना देख -रेख मा जनता पारटी नो गठो जोड़ियों |,बाद मा गठबंधन दलों नो विलय करीन गांधीवादी नेता जयप्रकाश नारायण ना मार्गदर्शन मा जनता पार्टी नो गठन करियो ग्यो।,9.388921615875905,54.371080056353925,49.27859977948496
41,"मैं लाल किले से तिरंगे की साक्षी में देश के राजनीतिक दलों से आग्रह करता हूं, देश के संविधान को समझने वाले लोगों से आग्रह करता हूं",हू लाल किले थी तिरंगा नी साक्षी मा  देश ना राजनितिक दलों थी निवेदन करू देश ना सविधान ने हमझावाला  मनखों थी आग्रह करू से। ,"हुं लाल किला थी तिरंगा नी साक्षी मां देश ना राजनीतिक दलों थी आग्रह करूं से, देश ना संविधान ने हमजवा वाळां लोकुं थी आग्रह करूं से।",14.37791910008819,58.64838878463723,54.868105976561644
42,इसके बाद गायकवाड़ ने रास्ता बदला और सतारा की तरफ बढ़ने लगे।,इना बाद गायकवाड़ नी वाट बदली अने सतारा नी और बढ़वा लागे,इना बाद गायकवाड यी रास्ता बदलयो अने सतारा नी तरफ बढवा लाग्यो।,15.851165692617148,52.07225238627537,47.69314215259024
43,"फिल्म का एक स्थिर चित्र भी है, जिसमें अपू की बहन दुर्गा और माँ सर्बोजया उसके बाल बना रही हैं, एम.ओ.एम.ए. की एक प्रदर्शनी, द फैमिली ऑफ मैन, में दिखाया गया था, जिसे 90 लाख दर्शकों ने देखा था।",फिल्म न एक रोकाई लू फोटो से जिनमा आपू नी बहन दुर्गा अने मा बदी जय उनके बाल बणावी री से एक ओ एम ए नी एक वताडी ने फैमिली ऑफ मेन ना वताडी ग्यो जिनमा 90 लाख देखवा वाला देखा था,फिलम ना एक स्थिर चित्र भी से जिनमा अपू नी बुहन दुर्गा अने आई सर्बोजया तिना बाल बणावी री से एम ओ एम ए नी एक प्रदर्शनी द फैमिली ऑफ मैन मा देखाडयू ग्यू हतु जिने 90 लाख दर्शकों यी देख्यू हतु ।,18.49419409628554,41.818844561297226,40.93279713357153
44,लेकिन साथ साथ 140 करोड़ देशवासियों के कर्तव्‍य हैं। अगर हम सब मिलकर के अपने कर्तव्‍यों का निर्वाह करेंगे तो हम अपने आप औरों के अधिकारों की रक्षा करने के लिए निमित्त बनेंगे,"पण हाते- हाते १४० करोड देशावासियों ना कतव्‍य से ,जेर अमु हंगळां मलीने कर्तव्‍य नो पालन करहू ते अपने आपडा अने बीजा ना अधिकारों नी  रखावाली हारू करण बणहे। ",पण हाते हाते 140 करोड़ देहवासियों ना कर्तव् य से । अगर हमु सब मलीन आपडा कर्तव् य नो निर्वाह करहूँ तेर हमु आपडा आप अने अधिकारों नी रक्षा करवा हारू निमित्त बणहूँ ।,3.2553776012957436,35.2149592369685,31.58144433034691
45,"सुनीता देवी: सर, दूसरे दिन से हमारी ट्रेनिंग शुरू हुई थी, पहले दो दिन थ्योरी पढ़ाई गई थी।","सुनिता देवी: सर बिसरा दन थी, हमारी टेनिंग सरू थाई हती पेहलखां बै दन ड्रोन नी वातयु भणांवी हती। ","सुनीता देवी: सर, बिजा दन थी हमारी ट्रेनिंग शुरू थाई थी, पेहला बे दन थ्योरी भणवी गी थी ।",10.062635309001745,34.58161322801377,33.7376245902035
46,किसी परिस्थिति या मार्ग से परिचित होने से नेत्रहीन व्यक्ति के लिए सफलतापूर्वक चलना बहुत आसान हो जाता है।,कोई परेशानी अने वात थी जान पहचान थावा थी वगर आँख आदमी हारू आसानी आराम ने चालवा घणो सरल थाई जाहे से |,कईनी परिस्थिति या मार्ग थी परिचित थावा थी नेत्रहीन व्यक्ति हारू सफलतापूर्वक चालवु घणु आसान थाई जाय से ।,4.317040729674101,23.36519195489921,21.53328184771087
47,अगर वो 40 करोड़ लोग आजादी के सपनों को पूर्ण कर सकते हैं तो 140 करोड़ देशवासी समृद्ध भारत के सपने को साकार कर सकते हैं।,अगर ति ४० करोड मनख आजादी ना हपना ने पूरी करी सके से ते १४० करोड  देशवासी मजबुत भारत  ना हपना ने खरां करी सके से। ,"अगर त् यां 40 करोड़ लोकुं आजादी नां हपनां नें पुरी करी सकें से, ते 140 करोड़ देशवासी समृद्ध भारत नां हपनां नें साकार करी सकें से।",2.312899945174112,39.020355936407846,33.53630428761698
48,जब 25-30 लाख रिफार्म हो जाएं तब सामान्य मानवीय का विश्वास कितना बढ़ जाएगा।,जेरां 25 30 लाख री फॉर्म भाई जाये तेरां मनखुनो भरोहो केतरो वदी जाहे ।,जेर 25-30 लाख रिफार्म थाई जाये तेर सामान्य मनखू नो भरोहो केतरो बढ़ी जाहे।,7.655122720591221,49.84007920203976,41.680702882835085
49,चाणक्य चंद्रगुप्त की सुरक्षा के बारे में चिंतित थे और हत्या के प्रयासों को रोकने के लिए उन्होंने बहुश्रमसिद्ध तकनीकें विकसित की।,चाणक्य-चंद्रगुप्त नी (सुरक्षा रक्षा) की बारा मान्चितितस्ता उनी भारवानी की कोशित को रोया हारु तिनाये  बहु‌भासिद्ध टेकनीले विकसित करी ।,चाणक्य चंद्रगुप्त नी सुरक्षा ना बारा मा चिंतित हता अने हत्या ना प्रयासों ने रोकवा हारू तिहुने बहुश्रमसिद्ध तकनीकें विकसित करी ।,7.645949399477267,39.9799631319676,34.587135216296616
50,इस अवधि में वेदों की रचना और मौखिक रूप से प्रसारण किया गया था।,इना समय मा वेदों नी बणावा आने मोखिक रूप हु फैलावा हारू करियु थू  |,इनी वखत मा वेदों नी रचना अने मौखिक रूप थी प्रसारण करियो ग्यो हतो।,10.576272539780353,30.515687191804187,28.08233575195927
51,"हालांकि जफर खान आक्रमणकारियों पर भारी संख्या में जानी नुक्सान पहुँचाने में सफल रहे, लेकिन वे और उनकी टुकड़ी के अन्य सैनिक युद्ध में मारे गए।",ऐमकी जफर खान बजावावाल मा घणी गणती मा जाणीने दुख मोकलवानु मा असल सफल थाय से ने वे अने इनामी रोको या रोकी मा बिजा तरकढा ने झगडा मा मारी नाखया से।,पण जफर खान हमलो करवा वाळा पर घणी संख्या मा जाणी नुक्सान पुगाडवा मा सफल रया पण त् या अने तिहुनी टुकडी ना बिजा सैनिक लडाई मा मारया ग्या।,3.469981844830298,25.80370829393973,23.745884994889206
52,"हमारे देशवासियों की आकांक्षाएं उनके aspirations, हमारे नौजवानों की ऊर्जा, हमारे देश के सामर्थ्य के साथ जोड़कर के, हम आगे बढ़ने के, एक ललक लेकर के चल रहे हैं।","अमारा देहना रेहवासियु नी आहु तिन् हुना एस्पिरेशन, अमारा जुवानु नी ताकतु, अमारा देह ना बळवाळु कामु ना हाते जोडाईन, हमु अगळ बणेळा थाईळा से।","हमारा देहवासियों नी आकांक्षाए तिहुना aspirations, हमारा नौजवानों नी ऊर्जा, हमारा देह नी सामर्थ्य नी हाते जोड़ीन, हमु अगल बढ़वा ना, एक ललक लीन साली रया से ।",3.378939372622377,31.858544133808635,28.249838913802073
